DK1;DK2;EE;FI;LT;LV;NO;SE
2342;1759;1120;10097;1363;1001;18076;17653
2274;1720;1127;10126;1356;1000;17952;17637
2220;1679;1122;10146;1347;999;17961;17581
2230;1662;1143;10432;1356;1013;18073;17559
2287;1689;1186;10709;1426;1073;18390;18202
2537;1866;1169;10784;1451;1075;18849;18726
2744;1995;1139;10639;1409;1055;18956;18820
2621;1968;1105;10412;1361;1024;18654;18385
2425;1849;1067;10256;1301;986;18111;17740
2292;1738;1023;10019;1231;939;17699;16920
2145;1638;954;10268;1128;857;17331;16234
1973;1533;898;10076;1041;786;16558;15704
1835;1425;841;9620;960;721;16035;14997
1752;1320;806;9257;910;675;15549;14749
1687;1252;784;8977;878;654;15211;14408
1668;1206;766;8821;864;639;14956;14250
1666;1205;768;8793;863;646;14675;14104
1677;1213;776;8884;883;663;14631;14221
1737;1236;804;9037;945;702;14775;14455
1838;1303;845;9159;1010;751;14917;14781
2051;1414;900;9451;1065;801;15122;15298
2264;1522;946;9529;1151;860;15584;15629
2382;1643;1000;9657;1212;906;15976;16132
2473;1737;1019;9833;1236;921;16746;16867
2491;1788;1020;9869;1245;919;17042;17160
2497;1787;1016;9863;1244;918;16953;17276
2473;1781;1027;9906;1244;909;16949;17216
2512;1818;1057;10205;1264;928;17176;17343
2548;1875;1126;10486;1364;1012;17272;17679
2675;1960;1141;10508;1411;1034;17482;18147
2724;2076;1124;10505;1398;1021;17459;18018
2638;2044;1107;10504;1384;999;17249;17829
2470;1915;1063;10296;1317;983;17040;17288
2362;1809;1015;9837;1234;943;16765;16715
2223;1692;944;9986;1108;846;16633;16215
2034;1531;877;9780;993;759;16384;15418
1851;1371;827;9310;909;688;15750;14686
1813;1259;786;8923;862;649;15413;14252
1794;1180;768;8747;838;628;15046;14134
1779;1161;763;8610;835;624;14978;14238
1796;1177;773;8721;847;641;15059;14185
1871;1214;814;9118;925;688;14987;14222
2068;1342;946;10042;1159;821;15506;15161
2507;1592;1114;10787;1370;980;17124;17379
2994;1922;1232;11229;1491;1089;18991;19284
3181;1996;1251;11165;1542;1139;19556;19656
3102;2022;1252;10936;1552;1153;19705;19513
3127;2013;1255;10832;1549;1143;19366;19684
3119;1985;1234;10971;1521;1104;19088;19664
3014;1974;1260;10913;1542;1129;18889;19767
3045;1977;1268;10902;1526;1136;19008;19751
3046;1955;1302;11056;1542;1145;19187;19911
2998;1982;1312;11205;1579;1196;19403;20454
3149;2135;1285;11087;1572;1163;19671;20654
3308;2265;1259;11046;1527;1149;19410;20625
3138;2187;1225;11018;1483;1107;19190;20094
2942;2045;1184;10872;1431;1068;18934;19773
2743;1898;1122;10374;1333;993;18659;19148
2559;1766;1036;10359;1176;898;18225;18300
2328;1588;925;10065;1046;792;17566;17179
2109;1420;857;9511;964;714;16696;16019
1966;1306;836;9102;923;674;16210;15520
1917;1254;816;8836;904;653;15842;15004
1898;1218;806;8759;898;648;15616;14939
1892;1227;820;8818;907;661;15676;14939
1955;1246;854;9172;973;705;15894;15214
2111;1357;983;10120;1188;834;16513;16199
2556;1629;1137;10691;1394;992;18037;18359
3096;1896;1237;11024;1509;1096;19814;20300
3275;1977;1252;10801;1541;1139;20423;20897
3177;1983;1245;10618;1534;1139;20248;20766
3154;1981;1231;10581;1517;1125;20080;20679
3109;1967;1204;10557;1487;1071;20051;20692
2997;1953;1229;10525;1497;1099;19919;20304
2817;1891;1224;10581;1487;1109;19807;20154
2975;1977;1251;10868;1500;1132;19906;20131
2946;2009;1295;11001;1562;1186;20098;20849
3120;2139;1271;11025;1575;1171;20411;20854
3315;2256;1247;10967;1536;1149;20107;20827
3094;2174;1205;10923;1484;1100;19706;20217
2944;2040;1168;10800;1428;1064;19497;19783
2794;1904;1109;10219;1328;1000;19381;18949
2617;1786;1010;10236;1183;905;18781;18118
2433;1615;934;9849;1053;803;17746;17137
2250;1433;866;9300;968;718;16647;16068
2125;1311;818;8952;921;674;15945;15450
2036;1265;793;8718;899;657;15462;15241
2013;1243;781;8625;891;644;15210;15338
2033;1249;786;8707;898;657;15225;15484
2093;1285;821;9112;972;705;15316;15756
2256;1396;947;9964;1184;834;15768;16582
2670;1653;1107;10565;1393;997;16974;18347
3062;1961;1215;10841;1502;1103;18686;20178
3177;2073;1224;10714;1525;1146;19077;20840
3169;2115;1234;10601;1511;1135;18997;20703
3179;2147;1240;10554;1492;1117;18995;20972
3275;2130;1229;10519;1452;1076;18702;20875
3170;2105;1257;10541;1466;1105;18653;20714
3106;2085;1249;10641;1459;1103;18581;20537
3038;2028;1286;10796;1476;1126;18727;20369
2954;2000;1316;10835;1540;1182;19054;20971
3185;2150;1290;10829;1534;1167;19217;21080
3348;2280;1264;10780;1497;1144;19128;21033
3195;2203;1226;10873;1457;1100;18883;20510
3012;2066;1187;10734;1400;1060;18573;19918
2880;1930;1136;10168;1305;1006;18205;19148
2731;1805;1037;10130;1150;901;17828;18401
2477;1618;962;9884;1019;800;17323;17457
2210;1457;898;9364;943;718;16441;16449
2084;1341;862;9016;903;674;15441;15549
2010;1290;840;8785;886;654;15128;15383
2004;1242;826;8703;887;644;15006;15260
2039;1268;825;8722;902;656;14983;15217
2109;1299;863;9022;962;698;15207;15265
2214;1380;989;9916;1181;832;15678;16037
2609;1642;1151;10550;1397;998;17247;17857
3090;1958;1252;10895;1519;1112;18806;19817
3197;2067;1267;10812;1569;1151;19407;20152
3161;2098;1262;10680;1580;1147;19281;20170
3224;2104;1258;10690;1569;1137;19134;20258
3221;2060;1248;10664;1523;1095;19114;20064
3184;2043;1280;10610;1545;1123;19044;19878
3166;2048;1266;10682;1543;1135;18841;20096
3126;2071;1298;10859;1555;1149;19058;20212
3055;2055;1325;10942;1584;1193;19389;20977
3196;2185;1287;10919;1582;1164;19555;20785
3355;2262;1261;10877;1546;1146;19111;20737
3160;2212;1228;10922;1494;1099;18880;20286
2879;2076;1180;10844;1429;1063;18743;19852
2713;1945;1120;10351;1343;995;18438;19014
2561;1806;1039;10328;1189;901;18037;18286
2407;1632;958;10004;1055;800;17457;17367
2188;1491;893;9525;972;722;16633;16164
2029;1387;850;9175;924;676;15682;15282
1962;1300;828;8992;898;655;15284;14782
1881;1265;820;8916;888;643;15184;14721
1887;1266;822;8982;900;655;15232;14901
1944;1284;857;9373;967;699;15577;15150
2169;1394;984;10303;1188;823;16061;16084
2603;1677;1141;10935;1394;987;17523;18121
3099;1969;1247;11319;1510;1101;19147;19808
3271;2048;1262;11304;1544;1136;19716;20385
3185;2059;1255;11153;1527;1139;19692;20150
3248;2059;1253;11152;1513;1126;19531;20043
3270;2064;1231;11082;1480;1079;19172;20071
3134;2087;1254;10965;1486;1100;19025;20065
3059;2085;1257;10984;1468;1103;18938;19901
2933;2058;1275;11204;1460;1107;19076;19985
2957;2064;1291;11377;1516;1161;19140;20186
3105;2139;1260;11348;1519;1145;19242;20427
3200;2205;1225;11260;1469;1110;19182;20343
3062;2123;1185;11168;1418;1058;18852;19775
2765;1980;1136;10940;1363;1028;18565;19075
2599;1830;1084;10458;1278;977;18146;18582
2449;1720;1015;10447;1147;907;17633;17707
2321;1606;939;10088;1032;826;17053;16827
2172;1491;881;9509;940;741;16447;16096
2079;1378;840;9110;879;683;16088;15608
1943;1285;827;8919;852;653;15649;15271
1864;1259;815;8779;834;644;15260;15135
1896;1248;814;8795;837;656;15088;15152
1841;1228;838;8942;864;682;15243;15237
1895;1256;878;9273;947;736;15382;15293
2054;1320;931;9490;1041;800;15804;15757
2263;1434;990;9719;1124;868;16441;16331
2430;1563;1026;10034;1192;917;17437;17050
2431;1662;1056;10085;1225;932;18083;17659
2414;1740;1063;10147;1242;937;18440;17751
2372;1736;1063;10185;1247;929;18401;17761
2282;1720;1068;10199;1249;939;18271;17715
2257;1700;1063;10299;1234;926;18161;17548
2269;1703;1084;10671;1245;938;18175;17719
2333;1762;1133;10948;1341;1008;18548;18391
2523;1911;1131;11084;1373;1012;19028;19327
2666;2024;1108;11137;1338;999;19249;19348
2572;2002;1084;10988;1295;972;19035;18557
2369;1871;1046;10662;1243;939;18435;17657
2219;1763;1006;10222;1170;894;18060;17130
2090;1676;950;10325;1072;822;17777;16656
1992;1555;889;10077;986;751;17307;16113
1848;1446;827;9625;910;683;16822;15753
1746;1347;784;9191;851;635;16323;15411
1674;1276;766;8948;819;610;16116;15016
1660;1232;746;8832;809;598;15981;14774
1629;1217;752;8807;806;604;15688;14781
1666;1215;761;8884;836;622;15862;14917
1715;1244;795;9067;898;659;15927;15116
1827;1318;832;9211;972;717;16085;15651
2058;1439;890;9502;1039;763;16321;16164
2222;1554;936;9617;1104;811;16950;16505
2293;1690;983;9761;1163;854;17378;16851
2356;1742;1002;9952;1182;867;17848;17235
2389;1775;1001;10004;1196;863;18170;17450
2387;1786;1002;9930;1208;865;18257;17570
2392;1763;1013;9929;1213;866;18333;17677
2415;1765;1044;10252;1238;888;18254;17755
2487;1796;1119;10564;1346;976;18406;18286
2678;1952;1130;10573;1405;1004;18272;18663
2903;2084;1125;10608;1393;998;18077;18777
2870;2070;1111;10580;1372;979;17686;18427
2690;1945;1074;10407;1319;962;17510;18188
2532;1826;1032;9982;1248;926;17283;17774
2408;1696;960;10115;1123;844;16972;17066
2268;1542;887;9851;1003;747;16509;16278
2098;1425;830;9467;917;672;15582;15508
1973;1314;792;9089;871;633;14658;15037
1947;1249;773;8835;851;618;14371;14763
1925;1212;765;8753;848;609;14296;14796
1961;1232;770;8836;855;627;14298;14818
2011;1268;810;9203;928;666;14620;14948
2159;1372;943;10167;1160;798;14961;15813
2616;1626;1107;10828;1380;968;16795;17747
3023;1945;1228;11219;1500;1082;18649;19593
3161;2068;1244;11168;1538;1128;19107;20109
3107;2092;1247;11047;1533;1126;19145;19966
3108;2105;1247;11048;1536;1119;19011;20130
3056;2108;1227;11003;1513;1073;18942;20168
2952;2089;1245;10944;1522;1100;18656;20064
2948;2082;1242;10944;1522;1109;18683;20062
2896;2043;1271;11080;1512;1133;18962;20352
2907;2039;1292;11063;1559;1163;19071;20845
3019;2149;1264;11015;1538;1133;19366;20793
3228;2278;1232;10873;1503;1115;19343;20784
3074;2222;1187;10868;1444;1069;19011;20217
2867;2076;1148;10807;1386;1035;18857;19621
2655;1928;1089;10320;1295;971;18750;18944
2506;1788;1008;10302;1143;873;18306;18149
2280;1630;926;10005;1011;771;17629;17123
2065;1449;863;9578;930;692;16716;15984
1940;1327;832;9207;888;646;16006;15275
1853;1272;814;8935;865;631;15778;15060
1856;1233;801;8844;863;622;15811;14901
1848;1237;799;8929;879;636;15748;14821
1872;1261;817;9262;942;674;15760;15041
2036;1372;936;10193;1153;799;16343;15978
2505;1644;1086;10869;1368;965;17825;18017
3054;1947;1195;11150;1500;1077;19543;20050
3229;2059;1200;11066;1516;1104;20079;20835
3215;2068;1199;10956;1506;1105;20019;20495
3234;2083;1188;10895;1490;1095;19828;20378
3236;2067;1161;10838;1461;1060;19749;20243
3106;2048;1193;10813;1479;1078;19580;20436
3083;2020;1192;10817;1476;1079;19680;20506
3010;2028;1217;11129;1491;1106;19748;20817
2960;2050;1251;11334;1545;1157;20020;21308
3114;2157;1234;11221;1532;1139;20151;21381
3333;2271;1206;11027;1496;1117;19937;21562
3198;2198;1170;11080;1450;1071;19714;21249
2986;2077;1133;10995;1390;1034;19560;20639
2796;1951;1080;10481;1308;978;19248;20182
2596;1816;1000;10366;1156;877;18808;19126
2382;1634;923;10023;1023;785;18151;18010
2173;1467;842;9541;933;702;17301;16977
2071;1362;801;9211;889;658;16656;16203
2001;1303;791;9049;861;640;16170;15712
1977;1254;785;8947;851;629;16007;15743
1945;1274;793;8993;862;640;16048;15599
1982;1318;827;9305;930;686;16270;15948
2106;1397;947;10281;1145;814;16887;16703
2503;1612;1103;10847;1363;974;18626;18496
3068;1908;1219;11209;1485;1094;20409;20725
3271;2011;1224;11179;1506;1124;20963;21266
3199;2028;1209;10984;1503;1121;20739;20969
3247;2030;1212;10989;1476;1092;20619;21121
3201;2017;1198;11023;1441;1058;20294;20882
3102;2020;1213;10968;1467;1085;20063;20607
3131;2023;1207;10941;1461;1093;20335;20942
3073;2035;1221;11203;1465;1111;20589;21263
3014;2040;1259;11424;1511;1164;20977;22115
3152;2116;1238;11406;1505;1137;21072;22562
3308;2208;1210;11273;1478;1119;20752;22626
3119;2132;1178;11215;1420;1083;20346;21906
2906;2019;1143;11150;1374;1050;20015;21442
2719;1898;1089;10608;1287;982;19562;20690
2505;1758;1006;10576;1140;891;19119;19466
2292;1593;926;10214;1012;785;18552;18381
2117;1424;863;9644;934;710;17699;19305
2009;1314;824;9358;889;665;16658;16430
1971;1256;801;9129;867;649;16357;16050
1955;1227;781;9101;861;638;16047;15796
1949;1236;793;9196;871;650;15912;15890
1975;1251;829;9603;938;697;16223;15965
2124;1352;955;10549;1154;827;16824;16738
2545;1586;1097;11103;1369;976;18094;18715
3019;1881;1211;11450;1482;1091;19966;20543
3176;1983;1225;11300;1500;1129;20482;20930
3112;1994;1224;11142;1508;1138;20311;20532
3197;2023;1212;11171;1501;1118;20057;20460
3199;2024;1188;11155;1478;1074;19780;20170
3134;2032;1213;11125;1492;1099;19630;20069
3154;2035;1202;11137;1495;1103;19707;20019
3112;2017;1232;11371;1493;1115;19688;20243
3076;2064;1262;11523;1539;1161;19874;20649
3222;2120;1230;11468;1525;1139;20021;20668
3359;2194;1213;11366;1499;1115;19790;20636
3189;2133;1177;11386;1441;1071;19368;20256
2945;2026;1143;11275;1384;1041;19077;19575
2789;1883;1095;10684;1295;980;18859;19015
2638;1759;1010;10654;1146;888;18329;18416
2426;1585;932;10258;1018;798;17463;17166
2223;1437;857;9811;926;720;16724;16192
2054;1380;821;9401;890;678;16023;15626
1933;1309;800;9119;866;659;15643;15052
1891;1255;791;9011;856;646;15448;14648
1869;1256;796;9097;859;653;15459;14462
1913;1282;829;9484;908;692;15493;14623
2077;1342;946;10390;1096;803;15992;15262
2491;1581;1090;11096;1298;959;17520;17316
2902;1845;1205;11464;1415;1065;19286;19336
3066;1931;1233;11480;1422;1092;19885;19684
3034;1942;1213;11307;1411;1096;19896;19279
3026;1962;1212;11137;1396;1071;19773;19403
2924;1937;1184;11088;1360;1027;19493;19272
2829;1927;1194;10987;1367;1044;19166;19131
2786;1881;1184;10911;1352;1045;19155;18678
2741;1843;1207;11180;1363;1063;19284;18553
2731;1857;1232;11262;1441;1111;19474;19153
2904;2005;1197;11235;1461;1103;19597;19897
3021;2115;1163;11199;1414;1067;19442;20014
2904;2070;1120;11128;1357;1027;19211;19915
2740;1940;1072;10874;1298;984;19008;19445
2537;1809;1039;10433;1209;934;18526;17810
2377;1709;964;10424;1086;866;18097;16839
2226;1585;895;10139;980;773;17384;16213
2096;1493;849;9628;902;692;16733;15734
1909;1374;806;9198;841;643;16097;15289
1872;1285;783;8988;799;619;15656;14928
1818;1265;768;8916;785;603;15455;14722
1845;1256;769;8867;785;609;15499;14710
1856;1250;782;9019;813;627;15580;14686
1923;1293;816;9386;891;683;15874;14812
2073;1386;873;9707;993;754;16224;15355
2295;1491;939;10086;1078;836;16782;15996
2508;1637;982;10125;1155;886;17552;16948
2562;1752;1022;10142;1208;912;18313;17432
2603;1792;1036;10197;1222;919;18772;17751
2620;1786;1037;10159;1219;908;18746;17986
2601;1774;1043;10181;1222;910;18622;17924
2566;1815;1043;10253;1214;913;18519;17915
2560;1827;1079;10644;1236;925;18495;18059
2609;1864;1129;11004;1344;1005;18633;18736
2762;1969;1124;11095;1375;1016;18878;19106
2970;2054;1102;11111;1350;991;19005;19157
2884;2024;1071;11015;1308;962;18916;18800
2662;1895;1030;10699;1252;939;18628;18219
2448;1761;993;10250;1178;898;18253;17496
2290;1652;932;10382;1075;830;17841;17035
2175;1542;878;10210;975;757;17329;16359
2056;1427;822;9693;902;698;16813;15894
1929;1340;784;9223;847;653;16378;15358
1837;1261;762;8951;816;625;15932;15103
1764;1210;753;8729;806;604;15743;14937
1703;1189;753;8743;803;612;15724;14866
1693;1190;764;8862;821;626;15739;14856
1749;1217;801;9129;880;665;15764;15146
1863;1307;842;9262;951;719;16062;15514
2063;1429;903;9613;1020;777;16457;16144
2269;1553;945;9721;1078;831;17053;16996
2352;1644;993;9829;1136;872;17777;17584
2456;1709;1011;9982;1151;885;18338;18063
2449;1731;1014;10027;1161;883;18596;18335
2433;1722;1016;10007;1164;875;18615;18243
2454;1720;1024;9971;1169;865;18615;18288
2510;1750;1064;10244;1190;893;18599;18692
2575;1812;1126;10531;1290;966;18800;19321
2706;1931;1136;10587;1350;999;18788;19559
2911;2019;1120;10608;1338;1003;18671;19526
2837;1995;1099;10598;1314;985;18403;19253
2667;1874;1065;10489;1265;960;18103;18954
2530;1773;1021;10121;1195;914;17978;18635
2393;1670;959;10245;1075;833;17555;18004
2215;1547;888;10037;963;749;16986;17109
1971;1436;831;9555;885;683;16354;16181
1846;1325;802;9120;834;653;15739;15492
1797;1255;775;8887;803;630;15403;15168
1770;1229;765;8886;794;619;15161;15011
1769;1218;772;8907;801;630;15142;14899
1791;1232;803;9197;862;674;15296;15088
1909;1318;898;9921;1026;791;15847;15780
2233;1501;1020;10395;1219;927;16875;17127
2692;1739;1125;10850;1367;1041;18160;18706
2913;1876;1163;10868;1414;1097;19015;19461
2939;1939;1175;10695;1430;1098;19341;19767
2938;2005;1170;10657;1421;1088;19356;19840
2876;1990;1155;10628;1398;1054;19180;20209
2826;1974;1170;10616;1400;1070;19114;19762
2783;1966;1168;10623;1388;1072;19068;19057
2771;1922;1212;10950;1407;1082;19038;19516
2761;1920;1269;11072;1462;1126;19284;19897
2920;2016;1269;10958;1458;1104;19544;20051
3055;2092;1240;10835;1421;1073;19389;19968
2942;2053;1201;10840;1369;1036;18911;19591
2713;1933;1150;10731;1311;1009;18447;19330
2533;1806;1102;10332;1225;955;18221;18949
2372;1708;1038;10412;1087;871;17834;18280
2181;1569;972;10130;964;784;17325;17389
2006;1419;897;9636;870;699;16577;16567
1898;1310;852;9218;814;657;16208;15697
1807;1243;833;8948;786;624;15711;15363
1742;1194;820;8822;773;615;15431;15162
1732;1183;821;8861;781;628;15426;15141
1795;1202;841;9160;834;667;15630;15318
1903;1286;910;9888;982;772;16105;15819
2153;1444;1005;10262;1162;899;17115;17034
2525;1654;1103;10764;1287;1001;18236;18234
2763;1825;1141;10790;1323;1026;18891;19106
2831;1900;1145;10684;1334;1029;19316;19298
2900;1934;1136;10657;1326;1020;19595;19396
2881;1951;1113;10661;1298;997;19427;19257
2774;1959;1098;10547;1299;1007;19080;18848
2773;1935;1089;10526;1288;1002;18881;18584
2730;1911;1119;10818;1287;1008;18830;18295
2705;1940;1190;11089;1364;1075;19020;18833
2849;2015;1188;11116;1403;1088;19385;19217
2936;2051;1164;11113;1378;1070;19244;19446
2798;2005;1133;11151;1329;1031;18977;19032
2571;1889;1089;11021;1269;992;18726;18417
2426;1758;1040;10623;1191;941;18271;17670
2290;1665;976;10738;1058;864;17810;17042
2116;1551;906;10504;947;784;17483;16275
1930;1419;843;9993;851;708;16967;15560
1778;1289;802;9497;784;649;16577;15325
1669;1197;779;9211;749;624;15878;14760
1636;1162;770;9056;732;609;15675;14670
1656;1153;770;9051;733;613;15619;14692
1671;1151;781;9214;766;631;15704;14826
1763;1186;817;9582;837;670;16065;15229
1901;1268;873;9813;926;733;16984;15949
2116;1380;930;10376;996;788;17712;16652
2331;1527;977;10552;1073;827;18428;17522
2409;1656;1020;10638;1135;868;19191;18097
2492;1729;1036;10644;1179;886;19693;18476
2525;1767;1044;10505;1182;885;19799;18569
2427;1789;1048;10316;1180;892;19659;18443
2421;1783;1062;10287;1189;910;19655;18306
2448;1815;1098;10481;1215;940;19799;17946
2489;1885;1157;10601;1304;1003;20125;18258
2709;2030;1129;10406;1301;1017;20304;18386
2936;2091;1075;10216;1194;977;19270;18115
2462;1805;1038;10065;1072;924;18550;17578
2246;1619;1003;9904;1025;865;18088;17462
2162;1581;966;9772;995;855;17727;17186
2040;1511;932;10141;939;782;17506;17037
1951;1437;889;10140;875;735;17433;16927
1899;1418;854;9834;807;690;17245;16630
1801;1362;798;9485;743;640;17037;16045
1648;1283;773;9249;704;615;16730;15726
1617;1189;767;9166;686;595;16484;15520
1546;1151;768;9162;683;603;16487;15504
